id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
carlos-o-kellys-waterloo,Carlos O'Kelly's,['mexican'],42.4603996,-92.3299789,IA,"1227 W 27th St, Cedar Falls, IA 50614",12367.9556158741,2.5,10,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,,,,,,Yes,,,2
applebees-waterloo-2,Applebee's,"['sportsbars', 'burgers', 'tradamerican']",42.4632706493,-92.3247952759,IA,"1227 W 27th St, Cedar Falls, IA 50614",12587.7125265293,4,5,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,Full Bar,No,Free,Yes,,Yes,,No,2
panera-bread-waterloo,Panera Bread,"['sandwiches', 'salad', 'soup']",42.4680901,-92.3222885,IA,"1227 W 27th St, Cedar Falls, IA 50614",12528.4164985902,3.5,9,False,No,No,Yes,Yes,,Breakfast,,,,Yes,Yes,Casual,,Very Loud,No,No,Free,No,,No,Yes,,1
damons-sports-bar-and-grill-waterloo,Damon's Sports Bar & Grill,"['sportsbars', 'tradamerican']",42.4708740413,-92.3570555449,IA,"1227 W 27th St, Cedar Falls, IA 50614",9863.2326860344,3,1,False,,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,Full Bar,No,,Yes,,,Yes,,1
grand-china-buffet-waterloo,Grand China Buffet,['chinese'],42.4592882395,-92.3563078791,IA,"1227 W 27th St, Cedar Falls, IA 50614",10641.4385872142,2,1,False,,,,,,,,,,,,Casual,,,Beer & Wine Only,No,,,,,,,
arbys-waterloo,Arby's,['hotdogs'],42.4596901,-92.3561478,IA,"1227 W 27th St, Cedar Falls, IA 50614",10609.8102345129,1,1,False,,,,,,,,,,,,,,,,,,,,,,,
red-lobster-waterloo,Red Lobster,"['seafood', 'tradamerican']",42.4582555708,-92.3375699347,IA,"1227 W 27th St, Cedar Falls, IA 50614",11959.6781096613,3.5,8,False,Yes,No,Yes,Yes,,,,No,No,Yes,Yes,Casual,Casual,Quiet,Full Bar,No,,Yes,,Yes,No,,2
olive-garden-italian-restaurant-waterloo-2,Olive Garden Italian Restaurant,"['italian', 'beer_and_wine']",42.46246,-92.330124,IA,"1227 W 27th St, Cedar Falls, IA 50614",12244.4710769718,2,9,False,Yes,No,Yes,Yes,,Lunch,,No,,Yes,Yes,Casual,,Average,Full Bar,No,No,No,,Yes,No,,4
lone-star-steakhouse-waterloo-2,Lone Star Steakhouse,"['steak', 'seafood', 'tradamerican']",42.4565993249,-92.3368437588,IA,"1227 W 27th St, Cedar Falls, IA 50614",12047.4160234829,2,8,False,No,No,Yes,Yes,,,Private Lot,,,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,,Yes,,,2
otis-and-henrys-bar-and-grill-waterloo,Otis & Henry's Bar & Grill,['tradamerican'],42.4469240346,-92.3092161433,IA,"1227 W 27th St, Cedar Falls, IA 50614",14599.8338275676,3,5,False,Yes,No,,Yes,,,,,,,Yes,Casual,,Average,Full Bar,No,Free,,,Yes,,,2
