id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
taco-del-sol-missoula-4,Taco Del Sol,['mexican'],46.850898,-114.016104,MT,"32 Campus Dr, Missoula, MT 59812",2643.9433619803967,4.5,4,False,No,No,Yes,Yes,,Lunch,Private Lot,,,Yes,Yes,Casual,,Loud,Beer & Wine Only,Yes,,No,,No,No,,1
uptown-diner-missoula,Uptown Diner,['diners'],46.870667,-113.994553,MT,"32 Campus Dr, Missoula, MT 59812",1265.6743088085052,3.0,24,False,No,No,Yes,Yes,,Breakfast,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,,No,,Yes,No,,1
ui-cha-pho-missoula-2,Ui-Cha! Pho,"['vietnamese', 'chinese']",46.8605765,-113.982128,MT,"32 Campus Dr, Missoula, MT 59812",229.4131874437384,2.0,1,False,No,No,Yes,Yes,,,"Garage, Street",Yes,Yes,Yes,Yes,Casual,,Average,No,Yes,No,No,Yes,No,Yes,,1
cyberdine-grill-missoula,Cyberdine Grill,['newamerican'],46.8611730708972,-113.989461460252,MT,"32 Campus Dr, Missoula, MT 59812",347.57476135207645,2.0,2,False,,,,,,,,,,,,,,,,Yes,,No,,,,,
dominics-delicatessen-missoula,Dominic's Delicatessen,['delis'],46.84911,-114.006348,MT,"32 Campus Dr, Missoula, MT 59812",2126.84132326438,5.0,1,False,,,,,,,,,,,,,,,,,,,,No,,,
mustard-seed-asian-cafe-missoula,Mustard Seed Asian Cafe,['chinese'],46.8440018,-114.0281525,MT,"32 Campus Dr, Missoula, MT 59812",3607.145790230807,3.0,47,False,Yes,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,Yes,,2
famous-daves-missoula,Famous Dave's,['bbq'],46.8918495,-114.040329,MT,"32 Campus Dr, Missoula, MT 59812",5365.593115654325,4.0,43,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
fiesta-en-jalisco-missoula-2,Fiesta En Jalisco,['mexican'],46.837604,-114.037963,MT,"32 Campus Dr, Missoula, MT 59812",4824.212253390376,3.5,15,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,,Yes,,,2
caffe-dolce-missoula-3,Caffe Dolce,['italian'],46.8446007,-114.0261536,MT,"32 Campus Dr, Missoula, MT 59812",3882.877522319331,3.5,10,False,Yes,No,,Yes,,,,,,No,Yes,Casual,,Loud,Beer & Wine Only,Yes,Free,No,,Yes,No,,2
pagoda-chinese-food-missoula,Pagoda Chinese Food,['chinese'],46.8802185,-113.994133,MT,"32 Campus Dr, Missoula, MT 59812",2206.049919705078,4.0,8,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,,Average,No,No,No,No,,Yes,No,,1
ambrosia-missoula,Ambrosia,['newamerican'],46.885746,-114.036964,MT,"32 Campus Dr, Missoula, MT 59812",4820.104098619949,4.0,13,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,No,No,No,No,,No,,,1
river-wok-grill-missoula,River Wok Grill,['restaurants'],46.86998,-113.985817,MT,"32 Campus Dr, Missoula, MT 59812",957.810695159601,3.0,9,False,No,No,Yes,Yes,,,Private Lot,No,,Yes,Yes,Casual,,Very Loud,Beer & Wine Only,No,No,No,,Yes,No,,1
hoagieville-missoula-2,Hoagieville,['restaurants'],46.8481102,-113.9975662,MT,"32 Campus Dr, Missoula, MT 59812",1773.2311401606364,4.0,5,False,,,Yes,Yes,,,,,,,,,,,,No,,,,,,,
blackjack-pizza-missoula,Blackjack Pizza,['pizza'],46.848579,-114.018723,MT,"32 Campus Dr, Missoula, MT 59812",2938.1008534992525,4.0,3,False,No,Yes,Yes,Yes,,,,No,,Yes,No,Casual,,,,Yes,,No,,,,,1
cafe-rio-mexican-grill-missoula,Cafe Rio Mexican Grill,['mexican'],46.8867471758516,-114.036796790021,MT,"32 Campus Dr, Missoula, MT 59812",4848.858240027596,3.5,35,False,No,Yes,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,Yes,,2
red-robin-gourmet-burgers-missoula,Red Robin Gourmet Burgers,"['burgers', 'tradamerican']",46.8446007,-114.0261536,MT,"32 Campus Dr, Missoula, MT 59812",4011.7478569398645,3.5,15,False,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,Casual,Loud,Full Bar,No,No,Yes,,Yes,,No,2
acropolis-gyros-and-greek-specialties-missoula,Acropolis Gyros & Greek Specialties,['restaurants'],46.848549,-113.99839,MT,"32 Campus Dr, Missoula, MT 59812",1741.4736594445023,4.0,4,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,,Yes,,,,,,,1
jakers-bar-and-grill-missoula,Jakers Bar and Grill,"['bars', 'pizza']",46.8390388,-114.0335922,MT,"32 Campus Dr, Missoula, MT 59812",4456.093535788456,3.0,25,False,Yes,No,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,Full Bar,Yes,,Yes,,Yes,Yes,,2
triple-dragon-missoula,Triple Dragon,['chinese'],46.875656,-114.003624,MT,"32 Campus Dr, Missoula, MT 59812",2131.431044525927,2.5,12,False,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,,Yes,Yes,Yes,Casual,,Quiet,,No,No,Yes,,Yes,No,,2
mishkys-missoula,Mishky's,"['pizza', 'streetvendors']",46.8507309,-113.9667282,MT,"32 Campus Dr, Missoula, MT 59812",1270.4178322983712,5.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
sushi-hana-downtown-missoula,Sushi Hana Downtown,"['japanese', 'sushi']",46.8734759,-113.993663,MT,"32 Campus Dr, Missoula, MT 59812",1499.9353453344715,3.0,41,False,Yes,No,Yes,Yes,,Dinner,Street,Yes,Yes,Yes,Yes,Casual,Casual,Very Loud,Beer & Wine Only,No,No,No,No,Yes,No,,2
qdoba-mexican-grill-missoula,Qdoba Mexican Grill,['mexican'],46.8678894,-113.9803772,MT,"32 Campus Dr, Missoula, MT 59812",754.0134625361421,3.0,5,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,No,,Yes,,No,,,2
hunter-bay-coffee-bar-missoula,Hunter Bay Coffee Bar,"['coffee', 'sandwiches']",46.86981,-113.994815,MT,"32 Campus Dr, Missoula, MT 59812",1201.9621493822106,3.0,3,False,,,,Yes,,,"Garage, Street",Yes,Yes,,,,,,,Yes,Free,,,,,,2
taco-bell-missoula-5,Taco Bell,"['mexican', 'tex-mex', 'hotdogs']",46.870468,-113.988846,MT,"32 Campus Dr, Missoula, MT 59812",1053.0620473749004,3.0,4,False,No,No,Yes,Yes,,Lunch,Private Lot,,,Yes,Yes,Casual,Casual,Quiet,No,No,,No,,No,No,Yes,1
wendys-missoula-2,Wendy's,"['burgers', 'hotdogs']",46.890289,-114.038612,MT,"32 Campus Dr, Missoula, MT 59812",5241.118053098518,5.0,5,False,No,No,Yes,Yes,,Lunch,,,,Yes,Yes,Casual,Casual,Average,No,Yes,,No,,No,Yes,Yes,1
hoagieville-missoula-4,Hoagieville,['sandwiches'],46.8467850476385,-114.026134443915,MT,"32 Campus Dr, Missoula, MT 59812",3531.0602457903974,3.0,6,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Very Loud,No,No,No,No,,Yes,No,,1
china-buffet-missoula,China Buffet,['chinese'],46.8521385,-114.0124817,MT,"32 Campus Dr, Missoula, MT 59812",2339.422437068694,3.5,19,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,,,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,1
viva-mexico-missoula,Viva Mexico,['mexican'],46.8487648665905,-114.032659158111,MT,"32 Campus Dr, Missoula, MT 59812",3918.1499699967367,4.5,9,False,,,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Quiet,Beer & Wine Only,Yes,,,,Yes,,,1
paradise-falls-missoula,Paradise Falls,"['bars', 'breakfast_brunch', 'tradamerican']",46.8383408,-114.0362701,MT,"32 Campus Dr, Missoula, MT 59812",4680.4908553325495,3.0,9,False,Yes,No,Yes,Yes,,,Private Lot,No,Yes,Yes,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,,Yes,No,,2
romeos-italian-kitchen-missoula,Romeo's Italian Kitchen,"['food', 'italian', 'mediterranean']",46.8351517,-114.0124512,MT,"32 Campus Dr, Missoula, MT 59812",3590.8264171914175,2.5,5,False,Yes,No,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Quiet,Beer & Wine Only,Yes,Free,,,,No,,2
montana-jacks-missoula,Montana Jacks,"['casinos', 'newamerican', 'steak', 'armenian']",46.8485107,-114.0294724,MT,"32 Campus Dr, Missoula, MT 59812",3681.3766620561946,3.5,3,False,No,No,Yes,Yes,,,Private Lot,,Yes,Yes,No,Casual,,Average,Beer & Wine Only,No,,,,Yes,,,
pizza-hut-missoula,Pizza Hut,"['pizza', 'italian', 'chicken_wings']",46.868877,-113.983849,MT,"32 Campus Dr, Missoula, MT 59812",830.7800697328121,5.0,1,False,No,Yes,Yes,Yes,,,,,,Yes,No,Casual,,Loud,Beer & Wine Only,No,,No,,Yes,No,,1
tower-pizza-missoula,Tower Pizza,['pizza'],46.843296,-114.025406,MT,"32 Campus Dr, Missoula, MT 59812",3689.0394059557416,3.5,9,False,No,No,Yes,Yes,,,Private Lot,No,,Yes,Yes,Casual,,Loud,Beer & Wine Only,No,No,Yes,,Yes,No,,2
lighthouse-bistro-missoula,Lighthouse Bistro,['cafes'],46.8698248603954,-114.019307416533,MT,"32 Campus Dr, Missoula, MT 59812",2778.833231077206,3.0,1,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,Free,Yes,,,,,1
civitella-espresso-bar-missoula,Civitella Espresso Bar,"['newamerican', 'cafes']",46.8698616,-113.9910583,MT,"32 Campus Dr, Missoula, MT 59812",1046.6864493427518,4.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
hoagivielle-missoula,Hoagivielle,['sandwiches'],46.8872902538821,-114.039908591713,MT,"32 Campus Dr, Missoula, MT 59812",5077.161027120245,3.5,6,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,Yes,,,,,,,1
jim-johnson-deli-missoula,Jim Johnson Deli,['delis'],46.853065,-114.001167,MT,"32 Campus Dr, Missoula, MT 59812",1544.8625279872153,5.0,1,False,Yes,No,,Yes,,,,,,Yes,Yes,Dressy,,,,,,,Yes,,,,
city-brew-coffee-missoula-2,City Brew Coffee,['cafes'],46.8647340811589,-114.003684747935,MT,"32 Campus Dr, Missoula, MT 59812",1475.7292859913298,5.0,1,False,No,,No,Yes,,,,,,No,No,,,,,,,,,,,,
nara-korean-barbecue-and-sushi-missoula,Nara Korean Barbecue & Sushi,"['japanese', 'korean']",46.8932380545814,-114.04059901781,MT,"32 Campus Dr, Missoula, MT 59812",5519.427202390323,3.5,34,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,,Yes,No,,2
hoagieville-missoula-3,Hoagieville,"['sandwiches', 'hotdogs']",46.877785,-114.012054,MT,"32 Campus Dr, Missoula, MT 59812",2756.123410588454,3.5,17,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,,,Yes,Yes,Casual,,Average,No,Yes,No,No,,No,No,Yes,1
dickeys-barbecue-pit-missoula-2,Dickey's Barbecue Pit,['bbq'],46.8453923106357,-114.038805393291,MT,"32 Campus Dr, Missoula, MT 59812",4468.368552322108,3.0,7,False,No,Yes,Yes,Yes,,,,,,,Yes,Casual,,Very Loud,No,No,,,,No,Yes,,3
buffalo-wild-wings-missoula,Buffalo Wild Wings,"['chicken_wings', 'tradamerican', 'sportsbars']",46.8891126662493,-114.041355550289,MT,"32 Campus Dr, Missoula, MT 59812",5270.003463934952,3.0,22,False,No,No,Yes,Yes,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,Hipster,Very Loud,Full Bar,Yes,No,Yes,,Yes,Yes,,2
the-stone-of-accord-missoula,The Stone Of Accord,['irish'],46.9113388,-114.0356903,MT,"32 Campus Dr, Missoula, MT 59812",6758.076571877101,4.0,13,False,Yes,No,Yes,Yes,,,,Yes,,No,Yes,Casual,,Average,Full Bar,No,Free,Yes,,Yes,,,2
montana-club-north-reserve-missoula,Montana Club North Reserve,"['newamerican', 'breakfast_brunch']",46.9076614,-114.0385895,MT,"32 Campus Dr, Missoula, MT 59812",6567.2113793191265,3.5,51,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Classy,Average,Full Bar,No,Free,Yes,,Yes,,,2
brownies-taco-treat-missoula,Brownies-Taco Treat,['mexican'],46.853951,-114.009209,MT,"32 Campus Dr, Missoula, MT 59812",2007.5695311120837,4.0,6,False,No,No,Yes,Yes,,Lunch,Private Lot,,,Yes,Yes,Casual,,Average,Beer & Wine Only,No,Free,Yes,,Yes,No,,1
blue-canyon-kitchen-and-tavern-missoula-3,Blue Canyon Kitchen & Tavern,"['newamerican', 'steak']",46.904571,-114.038043,MT,"32 Campus Dr, Missoula, MT 59812",6274.298953423285,3.5,32,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,3
babas-burgers-and-gyros-missoula,Baba's Burgers & Gyros,"['tradamerican', 'burgers', 'greek']",46.8697395324707,-113.987487792969,MT,"32 Campus Dr, Missoula, MT 59812",943.3191146543257,5.0,1,False,No,No,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,No,Yes,Free,Yes,,No,No,No,1
missoula-fresh-market-missoula,Missoula Fresh Market,"['butcher', 'delis', 'grocery']",46.8757401,-114.0052032,MT,"32 Campus Dr, Missoula, MT 59812",2222.9479302623854,3.0,1,False,No,,,,,,,,,,,,,,,,,,,,,,
sean-kellys-stone-of-accord-missoula,Sean Kelly's Stone of Accord,"['irish', 'bars']",46.9080124,-114.0373917,MT,"32 Campus Dr, Missoula, MT 59812",6520.715481941479,3.5,35,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,Yes,,2
china-bowl-missoula-2,China Bowl,['chinese'],46.8907447904348,-114.040401354432,MT,"32 Campus Dr, Missoula, MT 59812",5389.7214303695555,3.0,17,False,Yes,Yes,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,,Yes,No,,2
mackenzie-river-pizza-co-missoula-3,MacKenzie River Pizza Co.,"['italian', 'pizza']",46.9139099,-114.0330276,MT,"32 Campus Dr, Missoula, MT 59812",6891.288155172041,3.5,48,False,Yes,Yes,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,No,Yes,Yes,,2
the-notorious-pig-bbq-missoula,The Notorious PIG BBQ,['bbq'],46.871166,-113.997695,MT,"32 Campus Dr, Missoula, MT 59812",1453.4303519523835,4.5,16,False,,,Yes,Yes,,,,,,Yes,,Casual,,Average,Beer & Wine Only,Yes,,,,No,,,2
subway-missoula-16,Subway,"['sandwiches', 'hotdogs']",46.8737559496586,-113.995010666549,MT,"32 Campus Dr, Missoula, MT 59812",1575.264742505487,2.0,1,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,,,,,No,,,,,
carvers-deli-missoula,Carvers Deli,['delis'],46.859183,-114.038711,MT,"32 Campus Dr, Missoula, MT 59812",4098.678853481007,3.5,8,False,No,No,Yes,Yes,,,Private Lot,Yes,No,Yes,No,Casual,,,,,,No,,,Yes,,2
taco-johns-missoula,Taco John's,['mexican'],46.8745193,-114.0030212,MT,"32 Campus Dr, Missoula, MT 59812",2017.0551759016994,3.5,4,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,Yes,Free,No,,No,Yes,,1
hooters-missoula,Hooters,"['sportsbars', 'tradamerican', 'chicken_wings']",46.9031487,-114.0375977,MT,"32 Campus Dr, Missoula, MT 59812",2472.7436734300177,2.5,14,False,No,No,Yes,Yes,,,,Yes,,No,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
taco-del-sol-missoula-3,Taco Del Sol,['mexican'],46.877857,-114.019928,MT,"32 Campus Dr, Missoula, MT 59812",3233.502582603587,3.0,4,False,No,No,Yes,,,,,,Yes,,,,,,Beer & Wine Only,Yes,,,,No,,,
lucky-strike-restaurant-missoula,Lucky Strike Restaurant,"['restaurants', 'casinos']",46.8470383,-114.0201492,MT,"32 Campus Dr, Missoula, MT 59812",3123.1518805476594,5.0,1,False,No,No,No,Yes,,,,Yes,,No,Yes,Casual,,Quiet,Full Bar,,No,Yes,,Yes,,,1
taco-sano-missoula-3,Taco Sano,"['mexican', 'hotdogs']",46.8460159,-114.0187302,MT,"32 Campus Dr, Missoula, MT 59812",3138.5665491262184,2.0,2,False,,,,,,,,,,,,,,,,,,,,,,,
honey-teriyaki-express-missoula,Honey Teriyaki Express,['chinese'],46.8374596,-114.0365677,MT,"32 Campus Dr, Missoula, MT 59812",4724.602523386319,3.5,6,False,No,Yes,Yes,Yes,,Lunch,,No,,Yes,No,Casual,,Quiet,No,No,No,No,,No,No,,1
johnny-carinos-missoula,Johnny Carino's,"['italian', 'pizza']",46.9025307,-114.0383377,MT,"32 Campus Dr, Missoula, MT 59812",6122.694995332129,3.0,31,False,No,Yes,Yes,Yes,,Dinner,Private Lot,,Yes,Yes,Yes,Casual,Casual,Very Loud,Beer & Wine Only,No,Free,Yes,,Yes,Yes,,2
river-city-grill-missoula,River City Grill,['restaurants'],46.8755531,-113.8867493,MT,"32 Campus Dr, Missoula, MT 59812",7595.637879136573,4.0,12,False,No,No,Yes,Yes,,"Breakfast, Lunch",Private Lot,Yes,,Yes,Yes,Casual,,Quiet,Beer & Wine Only,Yes,No,Yes,,Yes,,,2
mcdonalds-missoula-2,McDonald's,"['burgers', 'hotdogs']",46.8399582,-114.029808,MT,"32 Campus Dr, Missoula, MT 59812",4170.045372137053,3.0,4,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,Free,No,,No,No,Yes,1
two-sisters-missoula,Two Sisters,['diners'],46.8751106,-113.9931717,MT,"32 Campus Dr, Missoula, MT 59812",1656.6459391257538,5.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
outback-steakhouse-missoula,Outback Steakhouse,['steak'],46.8872485309839,-114.039427042007,MT,"32 Campus Dr, Missoula, MT 59812",5050.78082495747,3.5,15,False,Yes,No,Yes,Yes,,,Private Lot,Yes,,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,,Yes,No,,2
kfc-missoula-2,KFC,"['chicken_wings', 'hotdogs']",46.840267,-114.02951,MT,"32 Campus Dr, Missoula, MT 59812",4098.540847787877,3.0,5,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,No,No,No,,No,No,,3
taco-del-sol-missoula-2,Taco del Sol,"['hotdogs', 'mexican']",46.893122667233996,-114.04088771376999,MT,"32 Campus Dr, Missoula, MT 59812",5528.08133252438,3.5,12,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,Free,No,,No,No,No,1
dennys-missoula,Denny's,"['diners', 'tradamerican']",46.8436508,-114.0249176,MT,"32 Campus Dr, Missoula, MT 59812",3625.912170919911,2.5,11,False,No,No,Yes,Yes,,,Private Lot,,,Yes,Yes,Casual,,Average,,No,,No,,Yes,No,,2
taco-johns-missoula-2,Taco John's,['mexican'],46.8467484,-114.0391464,MT,"32 Campus Dr, Missoula, MT 59812",4452.268041739769,3.0,6,False,No,No,Yes,Yes,,,Private Lot,Yes,,Yes,Yes,Casual,,Average,No,Yes,No,No,,No,No,,1
lighthouse-espresso-missoula,Lighthouse Espresso,"['coffee', 'juicebars', 'sandwiches']",46.882206,-114.021461,MT,"32 Campus Dr, Missoula, MT 59812",3633.112034911083,3.5,4,False,No,Yes,Yes,Yes,,,,No,,Yes,Yes,Casual,,,No,Yes,,No,,Yes,,,1
little-caesars-pizza-missoula,Little Caesar's Pizza,['pizza'],46.8560943603516,-114.015037536621,MT,"32 Campus Dr, Missoula, MT 59812",1270.4178322983712,4.0,2,False,No,No,Yes,Yes,,,,,,Yes,,Casual,,Average,No,No,,No,,No,No,,1
cracker-barrel-old-country-store-missoula,Cracker Barrel Old Country Store,['tradamerican'],46.9151611,-114.0354385,MT,"32 Campus Dr, Missoula, MT 59812",7103.784847300685,3.5,30,False,No,No,Yes,Yes,,Breakfast,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,1
tarantinos-pizzeria-missoula,Tarantino's Pizzeria,['pizza'],46.833695,-114.049391,MT,"32 Campus Dr, Missoula, MT 59812",5791.18090530334,3.0,4,False,No,Yes,Yes,Yes,,,,,No,,,Casual,,,,,,,,,No,,
masala-missoula,Masala,"['indpak', 'foodstands']",46.87279,-113.99625,MT,"32 Campus Dr, Missoula, MT 59812",2632.4851219532848,5.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
greek-gyros-missoula,Greek Gyros,['greek'],46.8446007,-114.0261536,MT,"32 Campus Dr, Missoula, MT 59812",3784.8783815589914,3.5,3,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,,,,,No,,,,,1
pizza-hut-missoula-6,Pizza Hut,"['pizza', 'italian', 'chicken_wings']",46.8857384,-114.0369568,MT,"32 Campus Dr, Missoula, MT 59812",4754.974370428429,3.5,3,False,No,No,Yes,Yes,,,,,No,,,,,,,,,,,,No,,
mcdonalds-missoula-3,McDonald's,"['hotdogs', 'burgers']",46.870226,-113.984574,MT,"32 Campus Dr, Missoula, MT 59812",982.855065839676,4.0,2,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,,,,,Yes,,,,Yes,1
noodle-express-missoula,Noodle Express,['restaurants'],46.8440018,-114.0281525,MT,"32 Campus Dr, Missoula, MT 59812",3607.145790230807,1.5,7,False,No,No,Yes,Yes,,Lunch,,Yes,,Yes,No,Casual,,Average,No,No,No,No,,No,No,,2
applebees-missoula,Applebee's,"['sportsbars', 'burgers', 'tradamerican']",46.833921,-114.048453,MT,"32 Campus Dr, Missoula, MT 59812",5717.419544141094,1.5,11,False,No,No,Yes,Yes,,Dessert,,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,No,,2
jimmy-johns-missoula-3,Jimmy John's,['sandwiches'],46.8857928,-114.0364748,MT,"32 Campus Dr, Missoula, MT 59812",4767.810354854467,3.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
fiesta-en-jalisco-missoula,Fiesta En Jalisco,['mexican'],46.9102669,-114.0352631,MT,"32 Campus Dr, Missoula, MT 59812",6626.34301651238,3.0,24,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,,Yes,,Yes,,,2
subway-missoula-4,Subway,"['sandwiches', 'hotdogs']",46.86998,-113.985817,MT,"32 Campus Dr, Missoula, MT 59812",957.810695159601,2.0,1,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,No,No,No,,No,Yes,,1
nara-korean-bar-b-que-missoula,Nara Korean Bar-B-Que,"['japanese', 'korean', 'sushi']",46.893486,-114.0394287,MT,"32 Campus Dr, Missoula, MT 59812",5569.579232961846,3.5,9,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,,Yes,Yes,Yes,Casual,,Loud,Beer & Wine Only,Yes,,No,,Yes,,,2
fuddruckers-missoula,Fuddruckers,"['burgers', 'tradamerican']",46.891129,-114.040123,MT,"32 Campus Dr, Missoula, MT 59812",5345.843722210885,3.5,17,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,No,Yes,,No,No,No,1
papa-murphys-pizza-missoula-2,Papa Murphy's Pizza,['pizza'],46.866726,-114.024666,MT,"32 Campus Dr, Missoula, MT 59812",3069.3494380291145,4.0,2,False,,No,Yes,Yes,,,,,,No,No,,,,,,,,,,,,
silver-slipper-sports-bar-and-grill-missoula,Silver Slipper Sports Bar & Grill,"['sportsbars', 'tradamerican']",46.833618,-114.049423,MT,"32 Campus Dr, Missoula, MT 59812",5791.18090530334,4.0,5,False,No,Yes,Yes,Yes,,,,Yes,Yes,No,Yes,Casual,,Loud,Full Bar,Yes,,Yes,,Yes,,,2
taco-bell-missoula,Taco Bell,"['mexican', 'tex-mex', 'hotdogs']",46.835588,-114.042006,MT,"32 Campus Dr, Missoula, MT 59812",5204.931923383671,2.5,5,False,,,Yes,,,,,,,,,Casual,,,,Yes,,,,No,,,
taco-bell-missoula-3,Taco Bell,"['mexican', 'tex-mex', 'hotdogs']",46.890445,-114.039454,MT,"32 Campus Dr, Missoula, MT 59812",5256.652374937029,3.5,4,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Quiet,No,No,,,,No,No,Yes,1
arbys-missoula-2,Arby's,['sandwiches'],46.844059,-114.024452,MT,"32 Campus Dr, Missoula, MT 59812",3570.1347920664234,5.0,1,False,No,No,Yes,Yes,,,,,,Yes,No,Casual,,,,,,,,,,,1
dominos-pizza-missoula,Domino's Pizza,"['pizza', 'chicken_wings', 'sandwiches']",46.8492,-113.997556,MT,"32 Campus Dr, Missoula, MT 59812",1662.2937644226065,3.0,8,False,No,Yes,Yes,Yes,,,,,,Yes,No,Casual,,Quiet,No,No,No,No,,No,,,2
wendys-missoula,Wendy's,"['burgers', 'hotdogs']",46.8431206,-114.0267715,MT,"32 Campus Dr, Missoula, MT 59812",3779.277448976607,1.0,1,False,No,No,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,1
pizza-hut-missoula-2,Pizza Hut,"['pizza', 'italian', 'chicken_wings']",46.83601,-114.042725,MT,"32 Campus Dr, Missoula, MT 59812",5224.833846148863,3.5,3,False,,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,,,,,,,
i-hop-restaurant-missoula,I Hop Restaurant,['restaurants'],46.90379,-114.038437,MT,"32 Campus Dr, Missoula, MT 59812",6225.847092555344,4.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
pretzel-place-missoula,Pretzel Place,['restaurants'],46.8440018,-114.0281525,MT,"32 Campus Dr, Missoula, MT 59812",3607.145790230807,5.0,1,False,,,,Yes,,,,,,,,,,,,,,Yes,,,,,
papa-murphys-pizza-missoula,Papa Murphy's Pizza,['pizza'],46.8366352468729,-114.018181934953,MT,"32 Campus Dr, Missoula, MT 59812",3737.545570843257,5.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
stageline-pizza-missoula,Stageline Pizza,['pizza'],46.8372993,-114.0100327,MT,"32 Campus Dr, Missoula, MT 59812",5079.9766888240165,2.5,2,False,,Yes,Yes,,,,,,,,,,,,,,,,,,,,
