id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
old-havana-sandwich-shop-durham,Old Havana Sandwich Shop,"['cuban', 'sandwiches']",35.993267,-78.898132,NC,"2138 Campus Dr, Durham, NC 27708",3239.4085689301696,4.0,151,False,No,No,Yes,Yes,,Lunch,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,,No,Yes,,1
saltbox-seafood-joint-durham,Saltbox Seafood Joint,['seafood'],35.999954,-78.896088,NC,"2138 Campus Dr, Durham, NC 27708",3336.383499709645,4.0,99,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,No,,2
geer-street-garden-durham-2,Geer Street Garden,"['newamerican', 'bars']",36.003571,-78.901123,NC,"2138 Campus Dr, Durham, NC 27708",2919.57899202269,3.5,231,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Street,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Paid,No,,Yes,No,,2
don-marcelos-durham,Don Marcelo's,['mexican'],36.0064489,-78.9481166,NC,"2138 Campus Dr, Durham, NC 27708",1531.1356510141584,4.0,17,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,,Quiet,,Yes,Free,Yes,,Yes,Yes,,2
loaf-durham-2,Loaf,"['bakeries', 'breakfast_brunch', 'farmersmarket']",35.9957517,-78.9007399,NC,"2138 Campus Dr, Durham, NC 27708",2957.218216053752,4.0,49,False,No,No,Yes,Yes,,"Breakfast, Brunch","Garage, Street",Yes,Yes,Yes,No,Casual,Casual,Quiet,No,No,No,No,,No,Yes,,1
fosters-market-durham,Foster's Market,"['breakfast_brunch', 'delis', 'newamerican']",35.9745789,-78.9313431,NC,"2138 Campus Dr, Durham, NC 27708",2827.8979838194646,3.5,220,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,,No,Yes,,2
parizade-durham,Parizade,['mediterranean'],36.007965,-78.926498,NC,"2138 Campus Dr, Durham, NC 27708",1127.5009792033914,3.5,79,False,Yes,No,No,Yes,,Dinner,Private Lot,Yes,Yes,No,Yes,Dressy,Classy,Average,Full Bar,Yes,No,No,,Yes,Yes,,3
the-palace-international-durham,The Palace International,"['african', 'vegetarian']",36.01577,-78.918869,NC,"2138 Campus Dr, Durham, NC 27708",2194.1345616774042,4.0,49,False,Yes,Yes,Yes,Yes,,"Lunch, Dinner","Street, Private Lot",,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
sympathy-for-the-deli-durham,Sympathy For the Deli,"['delis', 'foodtrucks']",35.999073,-78.9053955,NC,"2138 Campus Dr, Durham, NC 27708",2413.4978008826974,4.5,21,False,No,No,Yes,Yes,,Lunch,,No,,Yes,Yes,Casual,,Average,No,No,No,No,,No,No,,1
revolution-durham,Revolution,"['newamerican', 'modern_european', 'gluten_free']",35.9951764,-78.9010842,NC,"2138 Campus Dr, Durham, NC 27708",2937.0460491588447,3.5,197,False,Yes,No,No,Yes,,Dinner,"Valet, Garage, Street",No,Yes,No,Yes,Dressy,Upscale,Average,Full Bar,No,No,No,No,Yes,Yes,,3
bull-mccabes-irish-pub-durham,Bull McCabe's Irish Pub,"['irish', 'pubs']",35.997196,-78.905098,NC,"2138 Campus Dr, Durham, NC 27708",2547.215016603413,3.5,128,False,No,No,Yes,Yes,,"Dinner, Late Night",Street,Yes,Yes,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,No,,2
saladelia-cafe-durham-4,Saladelia Cafe,"['coffee', 'mediterranean', 'newamerican']",36.0097008,-78.9416199,NC,"2138 Campus Dr, Durham, NC 27708",1257.5137795842752,4.0,9,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,,,No,Free,Yes,,,,,1
vine-sushi-and-thai-durham,Vine Sushi & Thai,"['sushi', 'thai', 'chinese']",36.0065284975016,-78.920499545495,NC,"2138 Campus Dr, Durham, NC 27708",1370.532619258815,3.0,62,False,Yes,Yes,Yes,Yes,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,Intimate,Quiet,Full Bar,Yes,Free,Yes,,Yes,No,,2
tylers-restaurant-and-taproom-durham,Tyler's Restaurant & Taproom,"['bars', 'tradamerican']",35.9928365126494,-78.9055576794144,NC,"2138 Campus Dr, Durham, NC 27708",2606.4320929974447,3.5,226,False,No,No,Yes,Yes,,Dinner,Garage,Yes,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,,Yes,No,,2
hungry-leaf-durham,Hungry Leaf,"['salad', 'hotdogs']",36.0092684,-78.9448144,NC,"2138 Campus Dr, Durham, NC 27708",1483.8073673492352,3.5,37,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,,No,Yes,No,1
the-pit-durham-2,The Pit,['bbq'],36.0036746975779,-78.899794918453,NC,"2138 Campus Dr, Durham, NC 27708",3039.49421227786,3.5,195,False,Yes,No,Yes,Yes,,Dinner,Valet,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
cook-out-durham-2,Cook Out,"['burgers', 'hotdogs']",36.0233917,-78.9549484,NC,"2138 Campus Dr, Durham, NC 27708",3255.8148957713715,4.0,73,False,No,No,Yes,Yes,,"Lunch, Dinner, Late Night",Private Lot,Yes,Yes,Yes,Yes,Casual,Divey,Average,No,No,No,No,,No,No,Yes,1
fairview-dining-room-durham,Fairview Dining Room,"['newamerican', 'breakfast_brunch']",35.993603,-78.947533,NC,"2138 Campus Dr, Durham, NC 27708",1542.5327120800655,4.0,49,False,Yes,No,No,Yes,,Brunch,Private Lot,No,No,No,Yes,Dressy,Classy,Quiet,Full Bar,Yes,Free,No,,Yes,No,,3
mellow-mushroom-durham,Mellow Mushroom,['pizza'],35.9921608,-78.9051361,NC,"2138 Campus Dr, Durham, NC 27708",2653.9667438586207,4.0,107,False,No,No,Yes,Yes,,Dinner,Garage,Yes,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
enzos-pizza-co-durham,Enzo's Pizza Co,['pizza'],36.0095482,-78.9448776,NC,"2138 Campus Dr, Durham, NC 27708",1483.8073673492352,3.5,72,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,,No,Yes,,2
beyú-caffé-durham-3,Beyú Caffé,"['newamerican', 'breakfast_brunch', 'coffee']",35.9966202825308,-78.9035765826702,NC,"2138 Campus Dr, Durham, NC 27708",2687.471901257446,3.5,171,False,Yes,No,Yes,Yes,,"Breakfast, Dessert","Garage, Street",Yes,Yes,No,Yes,Casual,Casual,Average,Full Bar,No,Free,No,No,Yes,Yes,,2
bleu-olive-durham,Bleu Olive,"['mediterranean', 'tapas']",36.031719,-78.936607,NC,"2138 Campus Dr, Durham, NC 27708",3585.5288355222874,4.0,49,False,Yes,No,Yes,Yes,,Brunch,Private Lot,No,,No,Yes,Casual,Intimate,Average,Full Bar,No,No,No,,Yes,Yes,,2
hog-heaven-bar-b-q-durham-2,Hog Heaven Bar-B-Q,['bbq'],36.0264249891043,-78.922757729888,NC,"2138 Campus Dr, Durham, NC 27708",3120.5679800484027,4.0,81,False,No,No,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,No,Yes,,1
lillys-pizza-durham,Lilly's Pizza,['pizza'],35.999169,-78.909291,NC,"2138 Campus Dr, Durham, NC 27708",2155.0710563243615,3.0,114,False,Yes,Yes,Yes,Yes,No,Lunch,Street,Yes,No,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,No,Yes,Yes,,2
bullocks-bar-b-q-durham,Bullock's Bar-B-Q,"['bbq', 'catering']",36.0200386,-78.9448395,NC,"2138 Campus Dr, Durham, NC 27708",2467.6048306685475,3.5,106,False,No,No,Yes,No,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,Yes,,1
alivias-durham-bistro-durham,Alivia's Durham Bistro,"['newamerican', 'bars']",36.000298,-78.909225,NC,"2138 Campus Dr, Durham, NC 27708",2170.5942384072364,3.0,125,False,No,No,Yes,Yes,,"Brunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
the-blue-note-grill-durham,The Blue Note Grill,"['tradamerican', 'bbq']",35.968284,-78.959754,NC,"2138 Campus Dr, Durham, NC 27708",4244.974343449006,4.5,68,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,Yes,Yes,Yes,,2
shanghai-durham,Shanghai,['chinese'],36.0194820910692,-78.9467172324657,NC,"2138 Campus Dr, Durham, NC 27708",2398.043122831869,4.0,36,False,Yes,Yes,Yes,Yes,,Dinner,Validated,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,2
nasher-cafe-durham,Nasher Cafe,"['newamerican', 'breakfast_brunch', 'galleries']",35.999836,-78.9277802,NC,"2138 Campus Dr, Durham, NC 27708",435.83773908205643,3.5,27,False,Yes,No,Yes,Yes,,Brunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,Beer & Wine Only,Yes,Free,No,,Yes,Yes,,2
kings-sandwich-shop-durham,King's Sandwich Shop,"['sandwiches', 'burgers', 'hotdog']",36.003891,-78.9015808,NC,"2138 Campus Dr, Durham, NC 27708",2887.6693198040116,4.0,49,False,No,No,Yes,No,,Lunch,"Street, Private Lot",Yes,Yes,Yes,Yes,Casual,Casual,Quiet,No,Yes,No,No,,No,No,No,1
