id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
new-york-cafe-lafayette,New York Cafe,['cafes'],40.417702049017,-86.8608156591654,IN,"610 Purdue Mall, West Lafayette, IN 47907",4681.063870990613,3.0,1,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,No,,No,,Yes,,,1
country-cafe-the-lafayette,Country Cafe the,['restaurants'],40.418694,-86.825264,IN,"610 Purdue Mall, West Lafayette, IN 47907",7618.960895651944,4.0,8,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,Loud,No,No,No,No,,Yes,,,1
subway-west-lafayette-5,Subway,"['sandwiches', 'hotdogs']",40.425529,-86.929672,IN,"610 Purdue Mall, West Lafayette, IN 47907",1337.232640918278,3.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
papa-johns-pizza-lafayette-9,Papa John's Pizza,['pizza'],40.4333115,-86.8693314,IN,"610 Purdue Mall, West Lafayette, IN 47907",3847.3004489006294,1.0,1,False,No,Yes,Yes,Yes,,,,,No,,,,,,,,,,,,No,,
parthenon-greek-american-grill-west-lafayette-2,Parthenon Greek American Grill,"['mediterranean', 'greek']",40.467679,-86.945977,IN,"610 Purdue Mall, West Lafayette, IN 47907",5135.142179057837,5.0,3,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,Beer & Wine Only,No,,No,,,,,1
sonic-drive-in-lafayette-7,Sonic Drive-In,['hotdogs'],40.4155784100294,-86.8390019237995,IN,"610 Purdue Mall, West Lafayette, IN 47907",6552.427032412757,3.5,7,False,No,No,Yes,Yes,,,,,,Yes,No,Casual,,Average,No,Yes,No,No,,Yes,No,Yes,1
olive-garden-italian-restaurant-lafayette-4,Olive Garden Italian Restaurant,['italian'],40.416824,-86.82856,IN,"610 Purdue Mall, West Lafayette, IN 47907",7375.770948261025,3.0,24,False,Yes,No,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,No,,Yes,No,,2
teppanyaki-grill-and-supreme-buffet-lafayette,Teppanyaki Grill & Supreme Buffet,"['newamerican', 'buffets']",40.3878452732552,-86.8460118770599,IN,"610 Purdue Mall, West Lafayette, IN 47907",7328.082138646971,2.5,19,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,1
penn-station-lafayette,Penn Station,['sandwiches'],40.398323,-86.851685,IN,"610 Purdue Mall, West Lafayette, IN 47907",6265.277583449718,3.5,7,False,No,No,Yes,Yes,,"Lunch, Dinner",,,Yes,Yes,Yes,Casual,,,No,No,,Yes,,No,,,1
arbys-roast-beef-restaurant-lafayette,Arby's Roast Beef Restaurant,['restaurants'],40.3954524546862,-86.8561968952417,IN,"610 Purdue Mall, West Lafayette, IN 47907",6124.1070478123365,4.0,1,False,,No,Yes,Yes,,,,,,Yes,Yes,,,,No,,,,,,,,
pepes-mexican-restaurant-lafayette,Pepe's Mexican Restaurant,['mexican'],40.388485,-86.849403,IN,"610 Purdue Mall, West Lafayette, IN 47907",7068.351500066469,2.5,23,False,No,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,,,2
chilis-bar-and-grill-lafayette-2,Chili's Bar and Grill,['tradamerican'],40.4185295,-86.8312836,IN,"610 Purdue Mall, West Lafayette, IN 47907",7118.063505114718,3.0,14,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,2
wendys-lafayette-5,Wendy's,"['hotdogs', 'burgers']",40.395023,-86.882011,IN,"610 Purdue Mall, West Lafayette, IN 47907",4600.170967828529,3.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
long-john-silvers-seafood-shoppe-lafayette-2,Long John Silver's Seafood Shoppe,['restaurants'],40.395111,-86.863899,IN,"610 Purdue Mall, West Lafayette, IN 47907",5643.297489285435,3.5,2,False,No,,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,
wings-etc-lafayette,Wings Etc.,['chicken_wings'],40.3671715,-86.8663696,IN,"610 Purdue Mall, West Lafayette, IN 47907",7915.614946073989,4.0,9,False,No,No,Yes,Yes,,Lunch,Private Lot,No,,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,2
la-fiesta-burrito-lafayette,La Fiesta Burrito,['mexican'],40.367691,-86.869957,IN,"610 Purdue Mall, West Lafayette, IN 47907",8041.03854370145,4.0,7,False,No,,Yes,Yes,,,,,Yes,Yes,,Casual,,Quiet,No,No,No,Yes,No,Yes,,,1
hunters-pub-southside-lafayette,Hunters Pub Southside,['tradamerican'],40.369553,-86.857613,IN,"610 Purdue Mall, West Lafayette, IN 47907",8105.954122015849,4.0,10,False,No,No,Yes,Yes,,Lunch,,No,,Yes,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,,Yes,,,2
subway-lafayette-36,Subway,"['sandwiches', 'hotdogs']",40.3955443203449,-86.8681595474482,IN,"610 Purdue Mall, West Lafayette, IN 47907",5360.012345790709,3.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
el-rodeo-lafayette,El Rodeo,['restaurants'],40.418648,-86.819145,IN,"610 Purdue Mall, West Lafayette, IN 47907",8133.050635194172,3.5,16,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,,Yes,,,2
pizza-king-lafayette-2,Pizza King,['pizza'],40.4185811430216,-86.8389288336039,IN,"610 Purdue Mall, West Lafayette, IN 47907",6474.9608025760435,2.5,3,False,No,Yes,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,Paid,Yes,,No,No,,2
buffalo-wild-wings-lafayette,Buffalo Wild Wings,"['chicken_wings', 'sportsbars', 'tradamerican']",40.3878593,-86.8388901,IN,"610 Purdue Mall, West Lafayette, IN 47907",7824.637557002342,3.0,10,False,No,No,Yes,Yes,,Late Night,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
peking-chinese-restaurant-lafayette,Peking Chinese Restaurant,['chinese'],40.368549,-86.875305,IN,"610 Purdue Mall, West Lafayette, IN 47907",7417.44262338932,2.5,6,False,Yes,Yes,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Quiet,No,No,No,No,,,Yes,,1
jimmy-johns-lafayette,Jimmy John's,['sandwiches'],40.4172745,-86.851944,IN,"610 Purdue Mall, West Lafayette, IN 47907",5427.134163176128,2.0,1,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,,No,,No,,,1
subway-lafayette-40,Subway,"['sandwiches', 'hotdogs']",40.417171,-86.85749,IN,"610 Purdue Mall, West Lafayette, IN 47907",4971.647895491331,3.0,1,False,No,No,Yes,,,,,,,Yes,Yes,,,,,,,,,,,,
applebees-lafayette-2,Applebee's,"['sportsbars', 'tradamerican', 'steak']",40.392929,-86.849754,IN,"610 Purdue Mall, West Lafayette, IN 47907",6735.713423208691,3.0,8,False,Yes,No,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,,,2
chuck-e-cheeses-lafayette-3,Chuck E. Cheese's,['pizza'],40.4170189,-86.8407669,IN,"610 Purdue Mall, West Lafayette, IN 47907",6200.411678852387,1.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
taco-bell-lafayette-12,Taco Bell,"['mexican', 'tex-mex', 'hotdogs']",40.395507,-86.86687,IN,"610 Purdue Mall, West Lafayette, IN 47907",5425.849387769692,1.0,2,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,Free,No,,,No,Yes,1
arnis-lafayette-5,Arni's,"['pizza', 'salad', 'sandwiches']",40.36787,-86.861259,IN,"610 Purdue Mall, West Lafayette, IN 47907",8074.472489454991,3.5,6,False,Yes,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,,No,,,,,1
cracker-barrel-old-country-store-lafayette,Cracker Barrel Old Country Store,"['newamerican', 'breakfast_brunch']",40.418182,-86.817612,IN,"610 Purdue Mall, West Lafayette, IN 47907",8268.526727587183,3.0,23,False,No,No,Yes,Yes,,Brunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Loud,No,No,No,No,,Yes,No,,2
jimmy-johns-lafayette-4,Jimmy John's,['sandwiches'],40.3871300472607,-86.8406210341631,IN,"610 Purdue Mall, West Lafayette, IN 47907",7740.516726941782,3.5,3,False,No,Yes,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,Yes,,No,,No,Yes,,1
papa-johns-pizza-lafayette-10,Papa John's Pizza,['pizza'],40.386463,-86.900879,IN,"610 Purdue Mall, West Lafayette, IN 47907",4784.788619919801,1.0,1,False,No,Yes,Yes,Yes,,,,,,,No,Casual,,,No,No,,,,No,,,2
panda-express-lafayette,Panda Express,['chinese'],40.392929,-86.849754,IN,"610 Purdue Mall, West Lafayette, IN 47907",6735.713423208691,4.5,3,False,No,No,Yes,Yes,,"Lunch, Dinner",,,Yes,Yes,Yes,Casual,,Average,No,No,No,No,,No,Yes,,2
bob-evans-restaurant-lafayette,Bob Evans Restaurant,['tradamerican'],40.418232,-86.823944,IN,"610 Purdue Mall, West Lafayette, IN 47907",7737.1423248741075,3.0,8,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,Free,No,,Yes,Yes,,1
hotbox-pizza-lafayette,HotBox Pizza,['pizza'],40.3680153,-86.8716583,IN,"610 Purdue Mall, West Lafayette, IN 47907",7734.705373325618,1.5,3,False,No,Yes,Yes,Yes,,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Loud,No,No,Free,Yes,,No,Yes,,2
mcdonalds-lafayette-21,McDonald's,"['hotdogs', 'burgers']",40.394051,-86.854599,IN,"610 Purdue Mall, West Lafayette, IN 47907",6327.427382162407,2.0,2,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,,No,,Yes,,,,Yes,1
pizza-king-lafayette-3,Pizza King,['pizza'],40.368549,-86.875305,IN,"610 Purdue Mall, West Lafayette, IN 47907",7417.44262338932,2.5,6,False,No,Yes,Yes,Yes,,,,No,,Yes,No,Casual,,,No,No,,,,,,,1
villa-pizza-west-lafayette,Villa Pizza,['hotdogs'],40.4253765195608,-86.9103915989399,IN,"610 Purdue Mall, West Lafayette, IN 47907",597.1350239071697,3.5,3,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,Free,,,No,,,1
steak-n-shake-lafayette-3,Steak 'n Shake,"['newamerican', 'hotdogs', 'burgers']",40.415606926566,-86.814721843453,IN,"610 Purdue Mall, West Lafayette, IN 47907",8553.41242180915,2.0,16,False,No,No,Yes,Yes,,"Lunch, Dessert",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,Yes,1
auntie-annes-lafayette,Auntie Anne's,"['bakeries', 'hotdogs']",40.3922386,-86.8532181,IN,"610 Purdue Mall, West Lafayette, IN 47907",6543.6537026467295,4.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
nori-japan-lafayette,Nori Japan,['japanese'],40.3922386,-86.8532181,IN,"610 Purdue Mall, West Lafayette, IN 47907",6416.218165704635,5.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
arnis-lafayette-3,Arni's,['pizza'],40.391009375453,-86.8460936844349,IN,"610 Purdue Mall, West Lafayette, IN 47907",7096.0795883529545,2.0,1,False,,,,,,,,,,,,,,,,,,,,Yes,,,
culinary-concepts-lafayette,Culinary Concepts,"['sandwiches', 'salad']",40.3834609940712,-86.840132164708,IN,"610 Purdue Mall, West Lafayette, IN 47907",8020.8148099081345,4.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
ihop-lafayette,IHOP,['breakfast_brunch'],40.4169502,-86.8263092,IN,"610 Purdue Mall, West Lafayette, IN 47907",7563.8588441717975,2.5,16,False,No,No,Yes,Yes,,Breakfast,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Loud,No,No,No,No,,Yes,No,,2
mcdonalds-lafayette-10,McDonald's,"['hotdogs', 'burgers']",40.367706,-86.863258,IN,"610 Purdue Mall, West Lafayette, IN 47907",8004.0077000083975,4.0,3,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,No,No,,No,No,Yes,1
legend-buffet-lafayette,Legend Buffet,['buffets'],40.413574,-86.825165,IN,"610 Purdue Mall, West Lafayette, IN 47907",7727.476965945227,3.0,2,False,,,Yes,Yes,,,,,,,,,,,,,,,,,,,1
arbys-lafayette-2,Arby's,['tradamerican'],40.418724,-86.828758,IN,"610 Purdue Mall, West Lafayette, IN 47907",7326.803237091359,4.5,3,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,No,No,,No,,No,,,1
dominos-pizza-lafayette,Domino's Pizza,"['pizza', 'chicken_wings', 'sandwiches']",40.398834,-86.837494,IN,"610 Purdue Mall, West Lafayette, IN 47907",7242.562302164478,2.0,2,False,,,,,,,,,,,,,,,,,,,,,,,
taco-bell-lafayette-5,Taco Bell,"['mexican', 'hotdogs', 'tex-mex']",40.417523,-86.838504,IN,"610 Purdue Mall, West Lafayette, IN 47907",6533.592678801999,2.5,4,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,,No,,No,No,Yes,1
burger-king-lafayette-20,Burger King,"['hotdog', 'burgers']",40.366604,-86.861649,IN,"610 Purdue Mall, West Lafayette, IN 47907",8181.073946755016,2.0,2,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,No,,,,,,1
wendys-lafayette,Wendy's,"['hotdogs', 'burgers']",40.393646,-86.84848,IN,"610 Purdue Mall, West Lafayette, IN 47907",6777.910979917951,2.0,2,False,,,,,,,,,,,,,,,,,,,,,,,
kfc-lafayette-10,KFC,"['hotdogs', 'chicken_wings']",40.3672,-86.8571,IN,"610 Purdue Mall, West Lafayette, IN 47907",8343.520737649618,3.0,1,False,,,,Yes,,,,,,,,,,,,,No,,,,Yes,,
subway-lafayette-48,Subway,"['hotdogs', 'sandwiches']",40.413719,-86.827408,IN,"610 Purdue Mall, West Lafayette, IN 47907",7538.35439478493,3.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
subway-lafayette-5,Subway,"['sandwiches', 'hotdogs']",40.414185,-86.815208,IN,"610 Purdue Mall, West Lafayette, IN 47907",8540.517671520185,3.5,5,False,,,No,Yes,,,,,,Yes,,,,Quiet,No,No,,No,,,Yes,,1
luca-pizza-lafayette,Luca Pizza,['pizza'],40.3922386,-86.8532181,IN,"610 Purdue Mall, West Lafayette, IN 47907",6543.6537026467295,4.5,3,False,No,,Yes,Yes,,,,,,Yes,,Casual,,,No,No,No,No,,No,,,1
white-castle-lafayette,White Castle,"['burgers', 'hotdogs']",40.416599,-86.816124,IN,"610 Purdue Mall, West Lafayette, IN 47907",8418.350393098286,3.5,12,False,No,No,Yes,Yes,,Lunch,,No,Yes,Yes,Yes,Casual,Casual,,No,Yes,,Yes,,No,,Yes,1
wendys-lafayette-4,Wendy's,"['hotdogs', 'burgers']",40.3672562,-86.8717117,IN,"610 Purdue Mall, West Lafayette, IN 47907",7968.36366442493,3.0,1,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,,,No,,No,,,,Yes,1
mcdonalds-lafayette-15,McDonald's,"['hotdogs', 'burgers']",40.4184,-86.826317,IN,"610 Purdue Mall, West Lafayette, IN 47907",7535.4174135608255,2.5,5,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,,No,,,,Yes,1
dairy-queen-lafayette-2,Dairy Queen,['restaurants'],40.416607,-86.816574,IN,"610 Purdue Mall, West Lafayette, IN 47907",8380.911270759041,2.5,6,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,Yes,,No,,No,,,1
subway-lafayette-12,Subway,"['hotdogs', 'sandwiches']",40.3670158,-86.8676071,IN,"610 Purdue Mall, West Lafayette, IN 47907",7717.686909182537,3.5,3,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,,,,,,,
kooler-keg-west-lafayette,Kooler Keg,['sandwiches'],40.4973754882812,-86.857536315918,IN,"610 Purdue Mall, West Lafayette, IN 47907",9067.890591924408,2.0,1,False,,,,,,,,,,,,,,,,,,,,,,,
subway-lafayette-19,Subway,"['sandwiches', 'hotdogs']",40.3864525113496,-86.8325500847791,IN,"610 Purdue Mall, West Lafayette, IN 47907",8343.518485402068,4.0,1,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,,,No,,No,,,,,1
dq-grill-and-chill-lafayette,DQ Grill and Chill,['tradamerican'],40.387371,-86.836967,IN,"610 Purdue Mall, West Lafayette, IN 47907",8234.753405225696,3.0,1,False,No,No,Yes,Yes,,,,,,Yes,,,,,,,,,,,,,
burger-king-lafayette-13,Burger King,"['burgers', 'hotdogs']",40.418125,-86.827751,IN,"610 Purdue Mall, West Lafayette, IN 47907",7419.745475972354,2.5,3,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,,No,,No,,Yes,1
taco-bell-west-lafayette-4,Taco Bell,"['hotdogs', 'tex-mex', 'mexican']",40.501467,-86.868684,IN,"610 Purdue Mall, West Lafayette, IN 47907",9013.345779408524,3.5,2,False,No,No,Yes,Yes,,,,,,Yes,No,Casual,,,,,,No,,,,Yes,1
dennys-lafayette,Denny's,['hotdogs'],40.418156,-86.824486,IN,"610 Purdue Mall, West Lafayette, IN 47907",7692.639723710399,2.0,10,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,,Yes,,No,,Yes,,Yes,2
mcdonalds-west-lafayette,McDonald's,"['hotdogs', 'burgers']",40.50354,-86.8691788,IN,"610 Purdue Mall, West Lafayette, IN 47907",9225.421415116043,3.0,2,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,,No,No,,Yes,,,No,,1
end-zone-sports-bar-and-grill-lafayette,End Zone Sports Bar & Grill,"['sportsbars', 'tradamerican']",40.3671980649233,-86.8671382963657,IN,"610 Purdue Mall, West Lafayette, IN 47907",8267.154586317336,3.0,6,False,,,,Yes,,,Private Lot,Yes,,,Yes,,Casual,Average,Full Bar,No,,Yes,,,,,2
