id,name,categories,latitude,longitude,state,college,distance_from_college,rating,acadamic_rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
saladworks-college-park,Saladworks,"['sandwiches', 'salad', 'soup']",38.989982605,-76.9421005249,MD,"University of Maryland College Park, 20740",891.5543316304,4,NA,12,False,No,No,Yes,Yes,,Lunch,,,Yes,Yes,Yes,Casual,,,No,No,No,No,,No,,,1
five-guys-burgers-and-fries-hyattsville,Five Guys Burgers and Fries,"['hotdogs', 'burgers']",38.9676713,-76.9518583,MD,"University of Maryland College Park, 20740",2407.6770885015,3.5,NA,24,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,No,No,2
caseys-coffee-college-park,Casey's Coffee,"['cafes', 'salad', 'sandwiches']",38.9848950397,-76.9478818804,MD,"University of Maryland College Park, 20740",924.0206840739,1.5,NA,2,False,,,Yes,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
jersey-mikes-subs-greenbelt-2,Jersey Mike's Subs,"['sandwiches', 'hotdogs', 'delis']",38.9989197838,-76.9102668017,MD,"University of Maryland College Park, 20740",2735.5886074582,4,2.5,19,False,No,No,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,,No,Yes,No,1
el-amate-hyattsville,El Amate,['latin'],38.9847028,-76.9674221,MD,"University of Maryland College Park, 20740",2607.4441322127,3,3,5,False,Yes,No,Yes,Yes,,,Private Lot,Yes,,No,Yes,Casual,,Very Loud,Full Bar,No,,Yes,,Yes,,,2
olive-garden-italian-restaurant-hyattsville-2,Olive Garden Italian Restaurant,['italian'],38.9671898,-76.9616165,MD,"University of Maryland College Park, 20740",2794.101503803,3,NA,61,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,Yes,,2
cafe-azul-hyattsville,Cafe Azul,"['cuban', 'venezuelan']",38.9571072324,-76.940316991,MD,"University of Maryland College Park, 20740",3238.3057429105,4,2,24,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,No,Casual,Casual,Quiet,No,Yes,No,No,,No,Yes,,1
joes-crab-shack-greenbelt,Joe's Crab Shack,"['seafood', 'tradamerican']",38.9981232,-76.9116364,MD,"University of Maryland College Park, 20740",2882.0577779033,2.5,NA,89,False,No,No,Yes,Yes,,Dinner,Private Lot,No,,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,,Yes,Yes,,2
franklins-restaurant-brewery-and-general-store-hyattsville,"Franklin's Restaurant, Brewery & General Store","['breweries', 'tradamerican']",38.952638,-76.940448,MD,"University of Maryland College Park, 20740",3734.6779913555,4,4,337,False,Yes,No,Yes,Yes,No,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,No,Yes,Yes,,2
elevation-burger-hyattsville,Elevation Burger,"['burgers', 'newamerican', 'vegetarian']",38.955521,-76.939728,MD,"University of Maryland College Park, 20740",3410.7148420743,3.5,3.5,99,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,No,No,1
spice-6-modern-indian-hyattsville,Spice 6 Modern Indian,['indpak'],38.9554548719,-76.9393648337,MD,"University of Maryland College Park, 20740",3416.2136948484,4,3.5,211,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,Free,No,,No,No,,1
las-cazuelas-polla-a-la-brasa-y-taqueria-riverdale,Las Cazuelas Polla a la Brasa Y Taqueria,['mexican'],38.9632554352,-76.9192374498,MD,"University of Maryland College Park, 20740",2979.3543893507,4,2.5,5,False,,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,,No,No,Yes,,No,,,2
tokyo-sushi-hyattsville,Tokyo Sushi,['buffets'],38.9685898,-76.952301,MD,"University of Maryland College Park, 20740",2331.7806623293,2,3.5,13,False,No,No,Yes,Yes,,Lunch,Garage,,,Yes,Yes,Casual,,Loud,No,No,No,Yes,,Yes,,,1
hard-times-cafe-college-park,Hard Times Cafe,"['tradamerican', 'sportsbars']",39.0162706375,-76.9308353215,MD,"University of Maryland College Park, 20740",3383.9477706945,3.5,4,105,False,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,Yes,No,Yes,,Yes,Yes,,2
panda-express-college-park-2,Panda Express,['hotdogs'],39.0010986328,-76.9257736206,MD,"University of Maryland College Park, 20740",648.7768517349,3.5,3.5,9,False,No,No,Yes,Yes,,Lunch,,No,,Yes,Yes,Casual,,Very Loud,No,No,,No,,No,No,No,1
kingston-arbor-hyattsville,Kingston Arbor,"['newamerican', 'caribbean']",38.9682848191,-76.9559884071,MD,"University of Maryland College Park, 20740",2558.665037155,3.5,3.5,5,False,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,,No,Yes,,2
irenes-pupusas-hyattsville,Irene's Pupusas,"['tradamerican', 'latin']",38.9840775,-76.9740524,MD,"University of Maryland College Park, 20740",3174.3674037647,3.5,3.5,16,False,No,No,Yes,Yes,,Lunch,Private Lot,,,Yes,Yes,Casual,Casual,Average,No,No,,Yes,,Yes,,,1
three-brothers-caterers-greenbelt,Three Brothers Caterers,['pizza'],38.9973463118,-76.9076268375,MD,"University of Maryland College Park, 20740",2823.2750835305,3.5,4.5,27,False,No,No,Yes,Yes,,Lunch,Garage,Yes,Yes,Yes,Yes,Casual,Divey,Average,Full Bar,No,No,Yes,,No,Yes,,1
taqueria-tres-reyes-riverdale,Taqueria Tres Reyes,['mexican'],38.955536,-76.922386,MD,"University of Maryland College Park, 20740",3638.9297260857,3.5,NA,53,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,No,No,,1
nellys-cafe-college-park,Nellys Cafe,['mexican'],39.0164959431,-76.9204907119,MD,"University of Maryland College Park, 20740",3659.2724858867,4.5,NA,10,False,No,No,Yes,Yes,,Lunch,Private Lot,No,,Yes,Yes,Casual,Divey,Quiet,No,No,No,Yes,,No,,,1
smoothie-king-college-park,Smoothie King,"['juicebars', 'newamerican']",38.98013,-76.94084,MD,"University of Maryland College Park, 20740",734.2062719359,4,3.5,7,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,Free,No,,,,,2
sir-walter-raleigh-inn-college-park,Sir Walter Raleigh Inn,"['seafood', 'steak', 'tradamerican']",38.9964551479,-76.9040521234,MD,"University of Maryland College Park, 20740",3137.3676545654,3,NA,56,False,Yes,No,Yes,Yes,,Dinner,Private Lot,No,Yes,Yes,Yes,Casual,Classy,Quiet,Full Bar,No,Free,Yes,,Yes,Yes,,2
los-amigos-college-park,Los Amigos,['mexican'],38.997822,-76.924614,MD,"University of Maryland College Park, 20740",1699.3585558354,3,NA,1,False,,,,,,,,,,,,,,,,,,,,,,,1
pollo-oro-hyattsville,Pollo Oro,['hotdogs'],38.9833755493,-76.9766159058,MD,"University of Maryland College Park, 20740",3373.3689205985,4,NA,9,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,No,No,,Yes,,No,,Yes,1
subway-college-park-2,Subway,"['sandwiches', 'hotdogs']",38.9846427,-76.9507615,MD,"University of Maryland College Park, 20740",1174.3520790746,5,NA,2,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Quiet,,,,,,,,,1
jimmy-johns-hyattsville,Jimmy John's,['sandwiches'],38.9563052642,-76.939930475,MD,"University of Maryland College Park, 20740",3324.757972445,3,2.5,9,False,No,Yes,Yes,Yes,,Lunch,,Yes,,Yes,Yes,Casual,,Quiet,,Yes,,No,,No,Yes,,1
popeyes-greenbelt,Popeyes,['hotdogs'],38.9980965,-76.911438,MD,"University of Maryland College Park, 20740",2566.6103215467,1.5,NA,11,False,No,No,Yes,Yes,,,,,Yes,Yes,Yes,Casual,,Average,No,No,No,No,,No,,Yes,1
taqueria-el-mexicano-hyattsville,Taqueria El Mexicano,['mexican'],38.9845581055,-76.9780960083,MD,"University of Maryland College Park, 20740",3526.5738819423,4,NA,12,False,No,No,Yes,Yes,,Lunch,Private Lot,,,Yes,Yes,Casual,Casual,Average,No,No,,Yes,,Yes,No,,2
chez-dior-hyattsville,Chez Dior,['senegalese'],38.9518814,-76.9408264,MD,"University of Maryland College Park, 20740",3822.8952566204,4.5,3.5,11,False,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,,Yes,Yes,,2
sabor-latino-restaurant-hyattsville,Sabor Latino Restaurant,"['theater', 'latin', 'mexican']",38.9843697846,-76.9701357186,MD,"University of Maryland College Park, 20740",2833.2020358969,4,3.5,4,False,Yes,,Yes,Yes,,,,,Yes,Yes,Yes,Casual,,Loud,Beer & Wine Only,No,,Yes,,Yes,,,2
burger-king-college-park,Burger King,"['hotdogs', 'burgers']",38.9952507019,-76.9325790405,MD,"University of Maryland College Park, 20740",1087.150872146,2,2.5,8,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,No,No,,Yes,,No,,Yes,1
pizza-hut-college-park,Pizza Hut,"['pizza', 'italian', 'chicken_wings']",39.0002518,-76.9310989,MD,"University of Maryland College Park, 20740",1620.756877067,2,2,12,False,No,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Casual,,Quiet,No,No,No,No,,No,,,1
eddies-cafe-college-park,Eddie's Cafe,"['cafes', 'cheesesteaks']",39.0140047,-76.9213283,MD,"University of Maryland College Park, 20740",3392.7009993427,3.5,NA,17,False,Yes,Yes,Yes,Yes,,Lunch,Private Lot,No,,Yes,No,Casual,,Quiet,No,No,No,No,,No,,,1
dominos-pizza-berwyn-heights-2,Domino's Pizza,['pizza'],38.9967739967,-76.9077560254,MD,"University of Maryland College Park, 20740",2814.8994246378,3.5,NA,3,False,No,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,,,,,Yes,,,,,1
tara-thai-hyattsville,Tara Thai,['thai'],38.955521,-76.939728,MD,"University of Maryland College Park, 20740",3410.7148420743,2.5,3,70,False,Yes,Yes,Yes,Yes,,Dinner,Street,Yes,,Yes,Yes,Casual,Trendy,Average,Full Bar,Yes,No,Yes,,Yes,No,,2
mamma-lucia-pizza-and-pasta-college-park,Mamma Lucia Pizza & Pasta,"['pizza', 'italian']",39.0162853897,-76.9308755547,MD,"University of Maryland College Park, 20740",3381.4552684465,3,3.5,90,False,Yes,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,,Yes,Yes,,2
chipotle-mexican-grill-hyattsville,Chipotle Mexican Grill,"['mexican', 'hotdogs']",38.9557679516,-76.9399888688,MD,"University of Maryland College Park, 20740",3384.7096901547,3,NA,17,False,No,No,Yes,Yes,,Lunch,Street,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,Yes,No,1
a-and-d-buffalos-hyattsville,A&D Buffalos,['chicken_wings'],38.9678739,-76.9575283,MD,"University of Maryland College Park, 20740",2679.1433624877,3.5,NA,5,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Loud,No,No,,No,,No,,,1
chicken-rico-hyattsville,Chicken Rico,['latin'],38.9852828979,-76.982963562,MD,"University of Maryland College Park, 20740",3945.5489054296,4,4.5,29,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,,Loud,No,No,No,Yes,,No,Yes,,1
pho-75-hyattsville,Pho 75,['vietnamese'],38.9852984995,-76.9815009087,MD,"University of Maryland College Park, 20740",3833.6449127277,3.5,4,53,False,No,No,Yes,No,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Divey,Average,No,No,No,No,,Yes,No,,1
alamo-mexican-restaurant-riverdale,Alamo Mexican Restaurant,"['mexican', 'tex-mex']",38.957458,-76.921989,MD,"University of Maryland College Park, 20740",3451.9291784232,3.5,3.5,43,False,No,No,Yes,Yes,,Dinner,Private Lot,No,Yes,Yes,Yes,Casual,Divey,Average,Full Bar,No,No,No,,Yes,No,,2
chips-and-deli-riverdale-park,Chips and Deli,['delis'],38.96106,-76.939293,MD,"University of Maryland College Park, 20740",2795.1528996103,4,NA,1,False,,,,Yes,,,,,,,,,,,,,,,,No,,,
taqueria-la-placita-hyattsville,Taqueria La Placita,['mexican'],38.9504509,-76.9261703,MD,"University of Maryland College Park, 20740",4097.4862326789,4,4,76,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Divey,Loud,Beer & Wine Only,Yes,No,Yes,,No,No,,1
jodeem-african-cuisine-greenbelt,Jodeem African Cuisine,['african'],38.9984398,-76.9107208,MD,"University of Maryland College Park, 20740",2988.6055690313,4.5,NA,2,False,No,No,Yes,Yes,,,,,,Yes,Yes,,,,,,,,,,,,
arbys-hyattsville,Arby's,['tradamerican'],38.9832839966,-76.9787368774,MD,"University of Maryland College Park, 20740",3595.2858146016,4.5,NA,7,False,No,Yes,Yes,Yes,,,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,No,Yes,,1
la-fondita-hyattsville,La Fondita,"['mexican', 'ethnicmarkets']",38.9496689,-76.9362564,MD,"University of Maryland College Park, 20740",4053.3729010152,4,4,43,False,No,No,Yes,Yes,,Lunch,Private Lot,No,No,Yes,No,Casual,Divey,Quiet,No,No,No,Yes,,Yes,No,,1
steak-escape-hyattsville-2,Steak Escape,['steak'],38.966996,-76.95934,MD,"University of Maryland College Park, 20740",2855.8283399449,4,NA,2,False,,,,,,,,,,,Yes,,,,,No,,,,,,,
super-japan-greenbelt,Super Japan,['japanese'],38.9984398,-76.9107208,MD,"University of Maryland College Park, 20740",2988.6055690313,4,NA,4,False,No,No,Yes,Yes,,,,Yes,,Yes,No,Casual,,Quiet,No,No,No,Yes,,,No,,1
bun-cafe-greenbelt,Bun Cafe,['restaurants'],38.9973650873,-76.9077381492,MD,"University of Maryland College Park, 20740",2806.2050237423,5,NA,3,False,,,,,,,,,,,,,,,,,,,,,,,
boston-market-riverdale,Boston Market,"['comfortfood', 'tradamerican', 'catering']",38.960777,-76.919365,MD,"University of Maryland College Park, 20740",3220.6244646072,2.5,1,12,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,,,No,,,,,1
new-century-carry-out-and-resturant-hyattsville,New Century Carry Out & Resturant,"['chinese', 'chicken_wings']",38.955995366,-76.9621487707,MD,"University of Maryland College Park, 20740",4002.1058246277,4,4,15,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,No,Casual,Divey,Average,No,No,No,No,,No,No,,1
tiffin-takoma-park,Tiffin,"['indpak', 'buffets']",38.9872818,-76.9855042,MD,"University of Maryland College Park, 20740",4157.8080234761,4,4,164,False,Yes,No,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,,Yes,Yes,,2
pizza-oven-riverdale,Pizza Oven,['pizza'],38.9609184,-76.9027863,MD,"University of Maryland College Park, 20740",4095.4185283775,4.5,NA,14,False,No,Yes,Yes,No,,,,,,Yes,Yes,Casual,,,,No,,Yes,,,,,2
papa-johns-pizza-college-park,Papa John's Pizza,['pizza'],38.98177,-76.937141,MD,"University of Maryland College Park, 20740",485.81927814,2,3.5,11,False,No,Yes,Yes,Yes,,,,,,,No,Casual,,,,No,,,,No,,,1
pizza-roma-college-park,Pizza Roma,['pizza'],39.0135642886,-76.9214261323,MD,"University of Maryland College Park, 20740",3337.3227636818,3.5,2.5,48,False,No,Yes,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,"Divey, Casual",Quiet,No,No,No,Yes,,No,No,,1
woodlands-indian-restaurant-langley-park-2,Woodlands Indian Restaurant,"['indpak', 'vegetarian']",38.991099447,-76.9875231385,MD,"University of Maryland College Park, 20740",4365.2599719289,4,3.5,207,False,No,No,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,Yes,,2
golden-krust-hyattsville,Golden Krust,"['bakeries', 'caribbean']",38.9670792,-76.9592438,MD,"University of Maryland College Park, 20740",2679.1771364329,3,4,11,False,No,No,Yes,Yes,,,,,Yes,Yes,,Casual,,,,,,Yes,,No,,,1
leslys-grill-riverdale-park,Lesly's Grill,['mexican'],38.9639091,-76.938652,MD,"University of Maryland College Park, 20740",2509.7475437465,3,NA,2,False,,,,,,,,,,,,,,,,,,Yes,,,,,
jerk-hill-cafe-hyattsville,Jerk Hill Cafe,['caribbean'],38.9710492641,-76.9782748818,MD,"University of Maryland College Park, 20740",3949.6750751569,4,NA,11,False,No,No,Yes,Yes,,,,,Yes,Yes,No,Casual,,Quiet,No,No,,No,,No,,,2
wings-to-go-greenbelt-2,Wings To Go,['chicken_wings'],38.999046,-76.911148,MD,"University of Maryland College Park, 20740",2675.9077538474,2,NA,2,False,No,No,Yes,Yes,,,,,Yes,Yes,Yes,Casual,,,No,No,No,,,No,,,1
wendys-riverdale,Wendy's,"['burgers', 'hotdogs']",38.962719,-76.919693,MD,"University of Maryland College Park, 20740",3016.1729818875,1.5,3,5,False,No,No,Yes,Yes,,,,,,Yes,No,Casual,,,,No,,,,,,Yes,
ihop-college-park,IHOP,"['breakfast_brunch', 'tradamerican']",39.01432,-76.928558,MD,"University of Maryland College Park, 20740",3209.3922400407,3,2,41,False,No,No,Yes,Yes,,Breakfast,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,No,,Yes,No,,2
checkers-drive-in-berwyn-heights,Checkers Drive In,"['hotdogs', 'burgers']",38.99725,-76.910179,MD,"University of Maryland College Park, 20740",2649.9687264527,2.5,NA,7,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,Yes,No,No,,No,,Yes,1
pollo-oro-langley-park,Pollo Oro,['peruvian'],38.9834003024,-76.9784582586,MD,"University of Maryland College Park, 20740",3569.4707687801,5,3,1,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,,,,,,,2
basils-pizza-adelphi,Basil's Pizza,['pizza'],39.0046472847,-76.9707613438,MD,"University of Maryland College Park, 20740",3497.5848381637,3,NA,7,False,No,Yes,Yes,Yes,,,,,,,No,Casual,,,,No,,,,No,,,1
mcdonalds-riverdale-2,McDonald's,"['hotdogs', 'burgers']",38.964088,-76.939545,MD,"University of Maryland College Park, 20740",2459.2212326196,1.5,NA,5,False,No,No,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,,,,No,,Yes,1
the-lobby-cafe-college-park-3,The Lobby Cafe,"['chicken_wings', 'sandwiches']",39.0134506535,-76.9286122773,MD,"University of Maryland College Park, 20740",3128.8800990007,5,NA,1,False,No,No,Yes,Yes,,,"Street, Private Lot",,Yes,Yes,Yes,Casual,,Quiet,No,No,No,,No,No,No,,1
emilys-restaurant-and-carryout-hyattsville,Emily's Restaurant & Carryout,['restaurants'],38.9833679,-76.9772339,MD,"University of Maryland College Park, 20740",3454.2729619458,2.5,NA,3,False,No,No,Yes,Yes,,,,,,No,Yes,Casual,,Very Loud,Full Bar,No,,Yes,,Yes,No,,2
taqueria-el-rey-riverdale,Taqueria El Rey,['mexican'],38.9606552,-76.9034653,MD,"University of Maryland College Park, 20740",4029.4649990459,4,4,5,False,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,,,,,Yes,,,,,1
el-dorado-carryout-hyattsville,El Dorado Carryout,['salvadoran'],38.983982,-76.97625,MD,"University of Maryland College Park, 20740",3376.1850268639,3,NA,3,False,No,No,Yes,Yes,,,,,,Yes,No,Casual,,,,,,,,,,,
emeritas-pupuseria-and-carry-out-hyattsville,Emerita's Pupuseria & Carry-Out,"['latin', 'tex-mex']",38.9560215175,-76.9621025026,MD,"University of Maryland College Park, 20740",3998.4632892615,4,3.5,12,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Divey,Quiet,No,No,No,Yes,,Yes,Yes,,1
los-antojitos-hyattsville,Los Antojitos,"['ethnicmarkets', 'mexican']",39.0046834946,-76.9704904407,MD,"University of Maryland College Park, 20740",3491.4707504712,2.5,3.5,6,False,,,Yes,Yes,,,,,Yes,,Yes,Casual,,,Full Bar,No,,Yes,,Yes,,,1
mcdonalds-riverdale-6,McDonald's,"['burgers', 'hotdogs']",38.959339,-76.919556,MD,"University of Maryland College Park, 20740",3351.239442781,5,NA,1,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,Free,Yes,,No,No,,1
tgi-fridays-greenbelt-3,TGI Friday's,"['tradamerican', 'bars']",38.997379,-76.894501,MD,"University of Maryland College Park, 20740",3908.2513780768,2.5,NA,78,False,No,No,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,,Yes,Yes,,2
don-pollo-hyattsville,Don Pollo,['peruvian'],38.9833679,-76.9772339,MD,"University of Maryland College Park, 20740",3454.2729619458,3,3,13,False,,,Yes,Yes,,,Private Lot,,Yes,,,,,Average,,,,,,,,,1
mcdonalds-berwyn-heights,McDonald's,"['hotdogs', 'burgers']",38.996346,-76.905373,MD,"University of Maryland College Park, 20740",2984.3382389278,3,NA,5,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,No,Free,Yes,,No,No,Yes,1
buffalo-wild-wings-college-park,Buffalo Wild Wings,"['chicken_wings', 'sportsbars', 'tradamerican']",39.022102234,-76.9252612647,MD,"University of Maryland College Park, 20740",4132.5726882514,3,NA,149,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
el-sitio-riverdale-park,El Sitio,"['mexican', 'newamerican']",38.9592285,-76.9181824,MD,"University of Maryland College Park, 20740",3580.292542117,4,3.5,1,False,Yes,,Yes,Yes,,,,,,Yes,Yes,Casual,,,,No,,Yes,,,,,1
yums-express-college-park,Yum's Express,['chinese'],39.0162397921,-76.9307541847,MD,"University of Maryland College Park, 20740",3388.5697211511,3,4.5,26,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,No,No,Casual,,Average,No,No,No,No,,No,,,1
caribbean-palace-takoma-park,Caribbean Palace,"['caribbean', 'ethnicmarkets']",38.988231495,-76.9879368693,MD,"University of Maryland College Park, 20740",4379.9860904139,4,NA,35,False,No,No,Yes,No,,"Lunch, Dinner",Private Lot,Yes,Yes,Yes,No,Casual,Casual,Average,No,No,No,No,,No,Yes,,1
boston-market-greenbelt,Boston Market,"['comfortfood', 'tradamerican', 'catering']",38.9972,-76.9062729,MD,"University of Maryland College Park, 20740",3075.9459385305,4,3,8,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,,,No,,No,,,Yes,,1
samlina-restaurant-riverdale,Samlina Restaurant,['mexican'],38.9593239874,-76.9181920588,MD,"University of Maryland College Park, 20740",3373.941505891,3.5,3.5,3,False,,,,,,,,,,,,,,,,,,,,,,,
dominos-pizza-berwyn-heights,Domino's Pizza,"['chicken_wings', 'pizza', 'sandwiches']",38.996365,-76.907822,MD,"University of Maryland College Park, 20740",2792.855492037,3,NA,4,False,,,Yes,,,,,,,,,Casual,,,No,,,No,,,,,
golden-house-5-hyattsville,Golden House 5,['chinese'],38.965916,-76.95311,MD,"University of Maryland College Park, 20740",2632.3662253396,2.5,NA,10,False,No,Yes,Yes,Yes,,,,,,No,No,Casual,,,No,No,No,No,,No,,,2
teriyaki-express-hyattsville,Teriyaki Express,['japanese'],38.9852828979,-76.982963562,MD,"University of Maryland College Park, 20740",3945.5489054296,3.5,3.5,5,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,Average,No,No,No,Yes,,No,No,,1
mcdonalds-college-park,McDonald's,"['hotdogs', 'burgers']",38.992099762,-76.9330673218,MD,"University of Maryland College Park, 20740",757.7298934507,2.5,NA,12,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,Average,No,No,No,No,,No,No,Yes,1
hunan-china-carry-out-greenbelt,Hunan China Carry Out,['chinese'],39.0045057982,-76.9029202312,MD,"University of Maryland College Park, 20740",3592.0757935578,3,NA,2,False,,Yes,Yes,Yes,,,,,,Yes,No,,,,,,,,,,,,
sardis-pollo-a-la-brasa-takoma-park,Sardis Pollo A La Brasa,['peruvian'],38.9887099493,-76.9879938662,MD,"University of Maryland College Park, 20740",4389.8531838353,4,NA,28,False,No,No,Yes,Yes,,,Street,Yes,,Yes,Yes,Casual,,Average,No,No,No,Yes,,No,,,1
chicken-loco-peruvian-chicken-hyattsville,Chicken Loco Peruvian Chicken,['peruvian'],38.9709907,-76.9786607,MD,"University of Maryland College Park, 20740",3951.1706934265,4.5,4.5,5,False,No,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Quiet,No,No,No,Yes,,,,,1
shen-yang-chinese-restaurant-college-park,Shen Yang Chinese Restaurant,['chinese'],39.0162330866,-76.9205570966,MD,"University of Maryland College Park, 20740",3640.1936689082,3,NA,19,False,No,Yes,Yes,Yes,,Dinner,Private Lot,,,No,No,Casual,,Quiet,No,No,No,No,,No,No,,1
china-golden-hyattsville,China Golden,['chinese'],39.0047029406,-76.9703261554,MD,"University of Maryland College Park, 20740",3489.2235398852,2.5,NA,4,False,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Casual,,,No,No,,,,No,,,1
ruby-thai-kitchen-hyattsville,Ruby Thai Kitchen,['thai'],38.9670792,-76.9592438,MD,"University of Maryland College Park, 20740",2679.1433624877,1,3.5,1,False,,,Yes,,,,,,,,,,,,,,,,,,,,
new-york-deli-college-park-3,New York Deli,['delis'],39.0164909,-76.9212799,MD,"University of Maryland College Park, 20740",3655.1705286354,3,NA,26,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,No,Paid,No,,No,Yes,,1
kitchen-near-you-hyattsville,Kitchen Near You,['african'],38.95507,-76.965271,MD,"University of Maryland College Park, 20740",4215.8612569999,3,NA,18,False,Yes,No,Yes,Yes,,,,,,Yes,Yes,Casual,,Very Loud,Full Bar,Yes,No,Yes,,No,No,,2
caribbean-delight-hyattsville,Caribbean Delight,['caribbean'],38.9845581055,-76.9780960083,MD,"University of Maryland College Park, 20740",3526.5738819423,4,NA,1,False,,,,,,,,,,,,,,,,,,,,,,,
los-laureles-hyattsville,Los Laureles,['mexican'],38.9713783,-76.9784393,MD,"University of Maryland College Park, 20740",3920.1253379416,4,NA,2,False,,,,,,,,,,Yes,Yes,Casual,,Average,,No,,,,Yes,,,1
queensway-restaurants-and-catering-riverdale,Queensway Restaurants & Catering,"['african', 'soulfood', 'fooddeliveryservices']",38.9592934,-76.9179916,MD,"University of Maryland College Park, 20740",3463.4397979257,3,NA,9,False,No,No,Yes,Yes,,Lunch,,Yes,Yes,Yes,Yes,Casual,,Average,No,No,Free,Yes,,Yes,Yes,,2
chima-restaurant-goddard,Chima Restaurant,"['african', 'ethnicmarkets']",39.0031775069,-76.900177002,MD,"University of Maryland College Park, 20740",3726.8633504705,4,NA,1,False,,,,,,,,,,,,,,,,,,,,,,,
